Date,Open,Adj Close,Returns,Range,MA_12,MA_21,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exp,lrets_strat,lrets_prod,strat_prod_exp
2019-01-09,257.55999755859375,243.45396423339844,0.004673510998830066,0.01061712476982879,234.5844980875651,238.07661873953683,0,0.0,1,0.0,0.004662624053297404,0.004662624053297404,0.004673510998830066,-0.0,0.0,0.0
2019-01-10,256.260009765625,244.31275939941406,0.0035275464448478733,0.014324867562071963,236.0142478942871,237.9122786748977,0,0.0,1,0.0,0.003521339246059228,0.008183963299356632,0.008217543470786737,0.0,0.0,0.0
2019-01-11,257.67999267578125,244.40716552734375,0.0003864150532364441,0.007703423708250945,237.95204162597656,237.749752952939,0,1.0,1,0.0,0.00038634041416691457,0.008570303713523547,0.008607133906521014,-0.0,0.0,0.0
2019-01-14,256.8599853515625,242.9160614013672,-0.006100901840415673,0.007370945376023341,238.83442560831705,237.45680164155505,0,1.0,1,1.0,-0.006119588383994496,0.0024507153295290508,0.002453720787014335,0.0037305630671923204,0.0037305630671923204,0.0037375302787714393
2019-01-15,257.82000732421875,245.70005798339844,0.011460734897357439,0.011209862595730646,239.80017217000326,237.30044265020462,0,1.0,1,1.0,0.011395558184464721,0.013846273513993772,0.013942577127823874,0.011607107207809848,0.015337670275002168,0.01545589600213293
2019-01-16,260.8299865722656,246.2946014404297,0.002419793718857921,0.005257080142367032,240.84063466389975,237.39131891159784,0,1.0,1,1.0,0.002416870732436841,0.016263144246430612,0.016396109007240423,-0.003148673258018597,0.01218899701698357,0.01226358558633045
2019-01-17,260.010009765625,248.16317749023438,0.0075867519583316945,0.015233197810519794,241.86615371704102,237.79948352632067,0,1.0,1,1.0,0.007558117293894035,0.023821261540324646,0.024107254177691884,0.018934263527933183,0.031123260544916754,0.03161265318789064
2019-01-18,264.9800109863281,251.46627807617188,0.01331019621582441,0.01513312162101954,243.146484375,238.37744721912202,0,1.0,1,1.0,0.013222393807598766,0.037043655347923414,0.03773832267684596,-0.0006040153319895215,0.030519245212927232,0.030989731474762028
2019-01-22,264.82000732421875,248.06881713867188,-0.013510602548747586,0.015322148308464012,244.61319478352866,238.9643024262928,3,1.0,0,1.0,-0.013602701219136749,0.023440954128786665,0.02371785264955517,-0.0030633593625441144,0.027455885850383117,0.027836271984039485
2019-01-23,264.010009765625,248.58792114257812,0.0020925806390896806,0.01584441350720689,245.47985458374023,239.75861031668526,1,1.0,1,0.0,0.0020903942418345482,0.025531348370621213,0.02586006480790015,-0.0,0.027455885850383117,0.027836271984039485
