Date,Open,Adj Close,Returns,Range,MA_12,MA_21,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exp,lrets_strat,lrets_prod,strat_prod_exp
2019-01-08,256.82000732421875,242.3214874267578,0.009395240541421046,0.013031486451156482,233.62229029337564,238.25951421828498,2,0.0,1,0.0,0.00935137977661091,0.00935137977661091,0.009395240541421046,0.0,0.0,0.0
2019-01-09,257.55999755859375,243.45404052734375,0.004673762581324015,0.01061712476982879,234.5845044453939,238.07662237258185,3,0.0,1,0.0,0.004662874465455876,0.014014254242066785,0.01411291424643002,-0.0,0.0,0.0
2019-01-10,256.260009765625,244.3127899169922,0.0035273573105967237,0.014324867562071963,236.01425552368164,237.9122830345517,2,0.0,1,0.0,0.0035211507766249386,0.017535405018691726,0.017690052848267745,0.0,0.0,0.0
2019-01-11,257.67999267578125,244.40716552734375,0.00038629009305490847,0.007703423708250945,237.9520467122396,237.749758765811,3,1.0,1,0.0,0.0003862155022454212,0.017921620520937147,0.018083176433483672,-0.0,0.0,0.0
2019-01-14,256.8599853515625,242.916015625,-0.006101089135935878,0.007370945376023341,238.83443069458008,237.45680454799108,2,1.0,1,1.0,-0.00611977682921816,0.011801843691718987,0.011871760226266126,0.0037305630671923204,0.0037305630671923204,0.0037375302787714393
2019-01-15,257.82000732421875,245.70005798339844,0.011460925502319697,0.011209862595730646,239.80017852783203,237.30044410342262,3,1.0,1,1.0,0.01139574662968827,0.02319759032140726,0.023468747088120523,0.011607107207809848,0.015337670275002168,0.01545589600213293
2019-01-16,260.8299865722656,246.29461669921875,0.002419855822176853,0.005257080142367032,240.84064229329428,237.39132109142486,2,1.0,1,1.0,0.002416932685839395,0.025614523007246655,0.02594539389457773,-0.003148673258018597,0.01218899701698357,0.01226358558633045
2019-01-17,260.010009765625,248.1632080078125,0.007586813441707196,0.015233197810519794,241.86616134643555,237.7994878859747,3,1.0,1,1.0,0.007558178314320818,0.03317270132156747,0.03372905019943473,0.018934263527933183,0.031123260544916754,0.03161265318789064
2019-01-18,264.9800109863281,251.46621704101562,0.013309825657553231,0.01513312162101954,243.1464869181315,238.37745012555803,2,1.0,1,1.0,0.013222028116677746,0.04639472943824522,0.04748780363473726,-0.0006040153319895215,0.030519245212927232,0.030989731474762028
2019-01-22,264.82000732421875,248.0688018798828,-0.013510423790161319,0.015322148308464012,244.61319986979166,238.96430460611978,1,1.0,0,1.0,-0.013602520012353856,0.03279220942589137,0.03333579949260668,-0.0030633593625441144,0.027455885850383117,0.027836271984039485
2019-01-23,264.010009765625,248.58790588378906,0.0020925807678049413,0.01584441350720689,245.47985967000326,239.75861104329428,1,1.0,0,0.0,0.0020903943702810244,0.03488260379617239,0.03549813811330926,-0.0,0.027455885850383117,0.027836271984039485
2019-01-24,263.2099914550781,248.71998596191406,0.0005313214158806367,0.008089231316337209,246.2010243733724,240.78547813778832,2,1.0,1,0.0,0.0005311803146350135,0.0354137841108074,0.03604832045019335,0.0,0.027455885850383117,0.027836271984039485
2019-01-25,265.6099853515625,250.8245391845703,0.008461536432293526,0.011530033007273177,246.90961201985678,242.19837661016555,3,1.0,1,1.0,0.008425938301853264,0.04383972241266067,0.044814881059299205,-0.008393133214383584,0.019062752635999533,0.01924560695917732
2019-01-28,263.3900146484375,248.91819763183594,-0.007600299232809804,0.007792421256572535,247.3649584452311,242.98841421944755,2,1.0,1,1.0,-0.007629328688931777,0.03621039372372889,0.03687397532035597,0.0020101986670084354,0.02107295130300797,0.02129655383433926
2019-01-29,263.9200134277344,248.58790588378906,-0.0013269088045357869,0.007886226455348755,247.72121810913086,243.67778669084822,2,1.0,1,1.0,-0.001327789927556409,0.03488260379617248,0.035498138113309485,0.0044610585200534104,0.02553400982306138,0.025862795089306223
2019-01-30,265.1000061035156,252.523193359375,0.015830566903868748,0.016158898821842405,248.39755376180014,244.56893630254837,3,1.0,1,1.0,0.015706570391088116,0.0505891741872606,0.05189066066754355,0.009049849002115865,0.03458385882517724,0.03518883445582954
2019-01-31,267.510009765625,254.74099731445312,0.008782575277835436,0.011972957453399546,249.3829689025879,245.46817525227866,2,1.0,1,1.0,0.008744232797188443,0.05933340698444904,0.06112896957890834,0.009820352376471048,0.04440421120164829,0.045404833841424797
2019-02-01,270.1499938964844,254.8636474609375,0.0004814699941406708,0.007504344996706491,250.14660135904947,246.361572265625,3,1.0,1,1.0,0.00048135412465333765,0.05981476110910238,0.06163987133767401,-0.00014810849047420204,0.04425610271117408,0.04525001197504963
2019-02-04,270.1099853515625,256.65673828125,0.007035490695421087,0.009912435301960398,251.0101114908854,247.60864330473402,2,1.0,1,1.0,0.007010857102879034,0.06682561821198141,0.06910902877435832,0.008589186127841035,0.05284528883901512,0.054266525703305035
2019-02-05,272.44000244140625,257.7326354980469,0.004191969492022052,0.005737816428487141,251.80756378173828,248.53934079124815,3,1.0,1,1.0,0.004183207665582403,0.07100882587756381,0.0735907012066257,0.001283884395726687,0.054129173234741805,0.055620951321502465
2019-02-06,272.7900085449219,257.3929138183594,-0.0013181166561658797,0.00522206104749845,252.30145517985025,249.3644314720517,2,1.0,1,1.0,-0.001318986136060116,0.0696898397415037,0.07217558342146058,-0.006804896566641794,0.04732427666810001,0.0484619457063018
2019-02-07,270.94000244140625,254.93919372558594,-0.009532974534431138,0.012150952865250142,252.87398783365884,249.96527462913878,1,1.0,0,1.0,-0.009578704194684977,0.06011113554681872,0.06195456088826479,-0.008115823721591928,0.039208452946508085,0.03998724946311816
2019-02-08,268.75,255.2506561279297,0.001221712510313333,0.010267707642430013,253.42921702067056,250.52701822916666,2,1.0,1,0.0,0.0012209668268631454,0.06133210237368186,0.06325196406068634,0.0,0.039208452946508085,0.03998724946311816
2019-02-11,271.20001220703125,255.39218139648438,0.0005544560421570921,0.005406775031212119,253.98523330688477,251.05460829961868,3,1.0,1,1.0,0.0005543023881993699,0.06188640476188123,0.06384149053649524,0.0044884412323376605,0.043696894178845744,0.044665662651728555
2019-02-12,272.4200134277344,258.6763610839844,0.012859358769489848,0.008004673221323477,254.6395517985026,251.73409380231584,2,1.0,1,1.0,0.012777379270029058,0.07466378403191029,0.07752180993717284,0.00953513587749101,0.053232030056336754,0.05467433287567536
2019-02-13,275.0299987792969,259.51629638671875,0.003247050867789536,0.004989784125035035,255.52272669474283,252.5245833623977,3,1.0,1,1.0,0.003241790581988406,0.0779055746138987,0.08102057806519136,-0.004555318478580179,0.048676711577756576,0.049880881536017885
2019-02-14,273.7799987792969,258.9406433105469,-0.002218176986134468,0.010151425883451859,256.38545481363934,253.15508742559524,2,1.0,1,1.0,-0.0022206407848073314,0.07568493382909137,0.07862268309738951,0.009379450907015427,0.058056162484772,0.05977451360891761
2019-02-15,276.3599853515625,261.7623596191406,0.010897154932953734,0.004635493270063407,257.15538533528644,253.89164661225817,3,1.0,1,1.0,0.010838208783721293,0.08652314261281267,0.09037660158929994,0.00043421473643912213,0.05849037722121112,0.06023478324072595
2019-02-19,276.4800109863281,262.21539306640625,0.0017307050865709162,0.007631878114248369,257.7782516479492,254.56079828171502,2,1.0,1,1.0,0.001729209142299441,0.08825235175511212,0.09226372191994847,0.004798892652430075,0.0632892698736412,0.06533496397396843
2019-02-20,277.80999755859375,262.7438659667969,0.0020154152439737505,0.0060234929764990675,258.4349365234375,255.09782918294272,3,1.0,1,1.0,0.002013387019356937,0.09026573877446906,0.09446508687554545,-0.00039597973417628457,0.06289329013946492,0.06491319642933657
2019-02-21,277.70001220703125,261.8095397949219,-0.003556034194888036,0.0063325491635577436,258.86433664957684,255.7521500360398,2,1.0,1,1.0,-0.0035623719137097185,0.08670336686075934,0.09057313160150504,0.0014752279400659719,0.06436851807953088,0.06648534548443807
2019-02-22,278.1099853515625,263.4327392578125,0.006199924816193025,0.007065578580400134,259.33934529622394,256.4590468633743,3,1.0,1,1.0,0.006180784354538695,0.09288415121529804,0.09733460302399455,0.009376726249428249,0.07374524432895913,0.07653251779556136
2019-02-25,280.7300109863281,263.7913818359375,0.0013614199174158959,0.006727999613820312,259.87255096435547,257.1767323811849,2,1.0,1,1.0,0.001360494025576585,0.09424464524087463,0.09882853620862098,-0.005715751845653327,0.0680294924833058,0.07039687667527583
2019-02-26,279.1300048828125,263.6026916503906,-0.0007153007965371438,0.005019698555475793,260.59450912475586,257.7852158319382,3,1.0,1,1.0,-0.0007155567462131902,0.09352908849466143,0.09804254328141315,-0.002187809985252394,0.0658416824980534,0.06805761156716028
2019-02-27,278.5199890136719,263.4893798828125,-0.00042985815838481045,0.0076040985585317244,261.2810694376628,258.47908165341335,2,1.0,1,1.0,-0.0004299505738876296,0.0930991379207738,0.09757054073593019,0.001578541107081452,0.06742022360513486,0.06974491580092912
2019-02-28,278.9599914550781,262.9986267089844,-0.0018625159543295133,0.004060092171153773,261.9149398803711,259.1653064546131,3,1.0,1,1.0,-0.0018642525938504743,0.09123488532692332,0.09552629809280733,0.005291435308351186,0.07271165891348605,0.07542040431702701
2019-03-01,280.44000244140625,264.6407470703125,0.006243836258297941,0.007388270226240667,262.41197204589844,259.7423328218006,2,1.0,1,1.0,0.006224424274283274,0.09745930960120659,0.10236658491475814,0.004127838913908676,0.07683949782739473,0.07986874120354348
2019-03-04,281.6000061035156,263.6781311035156,-0.0036374442615260127,0.01816933552172717,262.75879160563153,260.16791062127976,1,1.0,0,1.0,-0.0036440758481390443,0.09381523375306755,0.09835678790636182,-0.007342220333746808,0.06949727749364792,0.07196914275799782
2019-03-05,279.5400085449219,263.31951904296875,-0.001360037175043849,0.00484898561746383,263.1236979166667,260.57057117280505,1,1.0,0,0.0,-0.001360962865012974,0.09245427088805458,0.09686298184334752,-0.0,0.06949727749364792,0.07196914275799782
2019-03-06,279.1499938964844,261.724609375,-0.006056936735132412,0.00790700231705288,263.1205520629883,260.8118983677455,1,1.0,0,0.0,-0.00607535438378703,0.08637891650426754,0.0902193521552137,-0.0,0.06949727749364792,0.07196914275799782
2019-03-07,276.8299865722656,259.53515625,-0.008365484354827868,0.010654149786999412,262.8971989949544,260.8977326892671,1,1.0,0,0.0,-0.008400671394240762,0.07797824511002678,0.08109913922142864,-0.0,0.06949727749364792,0.07196914275799782
2019-03-08,272.94000244140625,259.01611328125,-0.0019998946433678055,0.008185817336586965,262.5865529378255,260.9750279017857,2,1.0,1,0.0,-0.0020018971029109197,0.07597634800711586,0.07893705484395008,0.0,0.06949727749364792,0.07196914275799782
2019-03-11,275.260009765625,262.7721252441406,0.014501074528951108,0.012316913111004357,262.66676839192706,261.3480246407645,3,1.0,1,1.0,0.014396939454143474,0.09037328746125933,0.09458280148828924,0.013710662686175249,0.08320794017982318,0.08676776773947625
2019-03-12,279.05999755859375,263.7630615234375,0.0037710859870552227,0.004375116349289998,262.6942952473958,261.7533772786458,2,1.0,1,1.0,0.0037639932682036873,0.09413728072946302,0.09871056735265338,0.00507565662727971,0.08828359680710289,0.09229785028989612
2019-03-13,280.4800109863281,265.5090026855469,0.006619354325147819,0.007420682056469063,262.8374303181966,262.2351306733631,3,1.0,1,1.0,0.006597542599426456,0.10073482332888947,0.10598332189874493,0.0031680514925882413,0.09145164829969113,0.09576379336908847
2019-03-14,281.3699951171875,265.339111328125,-0.0006398704213547157,0.004168535483600966,262.9821319580078,262.55240449451264,2,1.0,1,1.0,-0.0006400752258029773,0.1000947481030865,0.10527563588455013,-0.0029541640848888555,0.08849748421480227,0.09253150403243615
2019-03-15,280.5400085449219,266.6500244140625,0.004940519621762007,0.0067063995036715784,263.2455190022786,262.8921058291481,3,1.0,1,1.0,0.0049283553036118515,0.10502310340669835,0.11073627185109336,0.0035936605937348766,0.09209114480853715,0.09646475459670834
2019-03-18,281.54998779296875,267.6168212890625,0.0036257145564657645,0.0048347526774212835,263.63036855061847,263.3052571614583,2,1.0,1,1.0,0.0036191574980119403,0.10864226090471028,0.11476348452033824,0.0069374220156604065,0.09902856682419756,0.10409783967726227
2019-03-19,283.510009765625,267.6831970214844,0.000248025262769902,0.010482860065611499,263.8839060465495,263.5872017996652,3,1.0,1,1.0,0.0002479945095893547,0.10889025541429964,0.11503997402651267,-0.0047731314531202235,0.09425543537107733,0.09884039277556389
2019-03-20,282.1600036621094,266.8774719238281,-0.0030099950487052496,0.011344151657727508,264.1505177815755,263.80920555478053,2,1.0,1,1.0,-0.003014534194628096,0.10587572121967155,0.11168370922558446,-0.005401537526277323,0.08885389784480001,0.09292096655242754
2019-03-21,280.6400146484375,269.891845703125,0.011294972773712608,0.01635837484513636,264.6982116699219,264.1495855422247,2,1.0,1,1.0,0.011231660860247803,0.11710738207991936,0.12424014645426729,0.009151223724642108,0.09800512156944212,0.10296843402346934
2019-03-22,283.2200012207031,264.69732666015625,-0.019246669084929002,0.01654844630128216,264.94593811035156,264.28709920247394,1,1.0,0,1.0,-0.019434297604517294,0.09767308447540207,0.10260226838346997,-0.01547827920205247,0.08252684236738965,0.08602782460567515
