Date,Asset1,Asset2,Spread,ZScore
2017-05-25,53.63029098510742,52.34438705444336,-1.6733987928927831,1.2042618063300656
2017-05-26,53.6204833984375,52.29515075683594,-1.6311864958287288,1.2387593234132352
2017-05-30,53.53224563598633,52.25576400756836,-1.677810769509989,1.1562563075610945
2017-05-31,53.57146072387695,52.37391662597656,-1.7634280872048862,1.0196300630802413
2017-06-01,54.06167221069336,52.85640335083008,-1.782980830229377,0.9733433774583519
2017-06-02,54.21855545043945,53.30934524536133,-2.104646665794114,0.518782427980503
2017-06-05,54.08129501342773,53.05333709716797,-1.971425471344567,0.6868197640574883
2017-06-06,53.9636344909668,52.91548156738281,-1.9434367679297537,0.7096493251194718
2017-06-07,54.11070251464844,53.00410079956055,-1.8899980863898875,0.7678471790463843
2017-06-08,54.385231018066406,53.31919097900391,-1.9483734627691192,0.6707862413136133
2017-06-09,53.94403839111328,53.181339263916016,-2.2439208942085926,0.24490129722523354
2017-06-12,53.77735137939453,52.89578628540039,-2.1089111199360104,0.42231644184517575
2017-06-13,54.15973281860352,53.40781021118164,-2.26750100437377,0.18624283375261555
2017-06-14,54.01266479492188,53.27981185913086,-2.279334257867937,0.16261609030489324
2017-06-15,53.77735137939453,53.16164779663086,-2.38980317672344,0.0037054407847807664
2017-06-16,53.69892120361328,53.11330032348633,-2.417152543141995,-0.044731749634527765
2017-06-19,54.39503479003906,53.754642486572266,-2.3986395558399636,-0.03210677205329593
2017-06-20,54.01266479492188,53.350093841552734,-2.353589649354319,0.019754090808838165
2017-06-21,54.14011764526367,53.22183990478516,-2.0906319945637932,0.3917563800219217
2017-06-22,54.207855224609375,53.02449798583984,-1.814395722622912,0.7819118856654074
2017-06-23,54.256935119628906,53.2317008972168,-1.9842330062489424,0.5207992076800717
2017-06-26,54.22748947143555,53.27116775512695,-2.055376780816488,0.40372695010098647
2017-06-27,53.58940505981445,52.501556396484375,-1.8803396674166635,0.6491029429192384
2017-06-28,54.256935119628906,53.13302993774414,-1.8799836599513569,0.6342937168756148
2017-06-29,53.65811538696289,52.52128601074219,-1.8324743730932056,0.6890176618872721
2017-06-30,53.93297576904297,52.76795959472656,-1.8182333263949815,0.6949266961720378
2017-07-03,53.825008392333984,52.89622497558594,-2.061717598639028,0.31099683874727146
2017-07-05,53.991886138916016,53.18236541748047,-2.1971573138130367,0.08314405807979733
2017-07-06,53.579586029052734,52.758094787597656,-2.161200549972719,0.11901078657973846
2017-07-07,54.09005355834961,53.350093841552734,-2.276200885926592,-0.08805365272999065
2017-07-10,54.24711608886719,53.468509674072266,-2.244248855980011,-0.0551175010963317
2017-07-11,54.22748947143555,53.39942932128906,-2.1908896459894436,0.013712810311980055
2017-07-12,54.76741027832031,54.33678817749024,-2.6413215074832976,-0.8038968868980871
2017-07-13,54.73795318603516,54.405860900878906,-2.743756366466428,-1.019797664239092
2017-07-14,54.944114685058594,54.77092742919922,-2.9233005212232044,-1.3949437921276477
2017-07-17,54.85575866699219,54.93866729736328,-3.1888796219230784,-1.9363218541035132
2017-07-18,55.01283264160156,54.88933563232422,-2.9796850045270205,-1.54984383582339
2017-07-19,55.30733489990234,55.42213821411133,-3.2481074522778144,-2.0496132319053135
2017-07-20,55.26805114746094,55.01759719848633,-2.8599793638406013,-1.3562745855859735
2017-07-21,55.287696838378906,55.047210693359375,-2.8716213739706546,-1.3873659234498303
2017-07-24,55.385860443115234,55.1952018737793,-2.929815667232269,-1.545187519461276
2017-07-25,55.30733489990234,55.12613677978516,-2.935371504471398,-1.580991529854328
2017-07-26,55.356407165527344,55.461612701416016,-3.240741373751213,-2.1791950535481113
2017-07-27,54.93428802490234,55.214942932128906,-3.4022452093564794,-2.453536769570274
2017-07-28,54.96374130249024,55.214942932128906,-3.3727919317685746,-2.3578716171620475
2017-07-31,54.85575866699219,55.11627197265625,-3.376525220969043,-2.3147729497342877
2017-08-01,54.90484237670898,55.066932678222656,-3.2753128077413507,-2.0644791664214224
2017-08-02,54.74777221679688,54.54399108886719,-2.8798767476522684,-1.3031128455325365
2017-08-03,54.63978958129883,54.366397857666016,-2.8002258751906837,-1.1392433667978268
2017-08-04,54.72813415527344,54.465065002441406,-2.8161266171515535,-1.1517209754249205
2017-08-07,54.92447662353516,54.77092742919922,-2.942938582746635,-1.364207103755339
2017-08-08,54.7085075378418,54.62293243408203,-3.0025457400799525,-1.4477727283667248
2017-08-09,54.610347747802734,54.37625503540039,-2.8400821643750547,-1.1496200328337616
2017-08-10,53.52068328857422,53.47837448120117,-2.981104172685477,-1.3911343683068607
2017-08-11,53.785736083984375,53.803977966308594,-3.0600629350434403,-1.4972062684079468
2017-08-14,54.4729118347168,54.5735969543457,-3.186016770056156,-1.6756005288946192
2017-08-15,54.44345474243164,54.297325134277344,-2.9235829473598756,-1.1919213729966984
2017-08-16,54.63978958129883,54.48479080200195,-2.9253121935890363,-1.1751996326664236
2017-08-17,53.67775344848633,53.45863723754883,-2.803180919224161,-0.9422934601888682
2017-08-18,53.717018127441406,53.38957214355469,-2.690946534295307,-0.7290751696756586
2017-08-21,53.66793823242188,53.162635803222656,-2.5002601874821835,-0.378157269571326
2017-08-22,54.51218032836914,53.97171401977539,-2.510837742930036,-0.38399832019819063
2017-08-23,54.26675415039063,53.60664367675781,-2.370554236766232,-0.12292327065973918
2017-08-24,54.24711608886719,53.586910247802734,-2.3693432351025834,-0.10514766506439041
2017-08-25,54.19804000854492,53.61650848388672,-2.449690895024439,-0.2346907763220601
2017-08-28,54.2863883972168,53.72504806518555,-2.4760183994247456,-0.2648056886967548
2017-08-29,54.24711608886719,53.91250991821289,-2.713350762508597,-0.7034348713390665
2017-08-30,54.88520050048828,54.7906608581543,-3.00306376898061,-1.2531443242442522
2017-08-31,55.3367805480957,55.12613677978516,-2.9059258562780315,-1.0434075293997724
2017-09-01,55.356407165527344,55.47147750854492,-3.2511638901637028,-1.6935776784195464
2017-09-05,54.8263053894043,55.10641098022461,-3.39556001250655,-1.9490649928306565
2017-09-06,54.97354888916016,55.047210693359375,-3.1857693231893975,-1.506960725653035
2017-09-07,54.944114685058594,55.14587020874024,-3.319440782502234,-1.7481118736417043
2017-09-08,54.99319839477539,55.461612701416016,-3.603950144503166,-2.2546018721152783
2017-09-11,55.592018127441406,55.96482467651367,-3.536791599013341,-2.0569535954623688
2017-09-12,55.86687850952149,56.369361877441406,-3.689339027449762,-2.275761961676215
2017-09-13,55.78834915161133,55.787227630615234,-3.1528230365216743,-1.2144420091979464
2017-09-14,55.55274200439453,55.74774932861328,-3.346719966277959,-1.5519704071461267
2017-09-15,55.57236862182617,55.866153717041016,-3.452191758330997,-1.708104531350167
2017-09-18,55.93560028076172,56.662017822265625,-3.9298185764468343,-2.506660264015741
2017-09-19,55.87669372558594,56.91971206665039,-4.260988183135822,-2.946539898092508
2017-09-20,55.93560028076172,56.97917175292969,-4.264902882144703,-2.807761119500042
2017-09-21,55.800926208496094,57.03863906860352,-4.46240626931921,-2.9839001844112003
2017-09-22,55.90905380249024,57.01881408691406,-4.333332883447362,-2.6528932984301954
2017-09-25,55.35861587524414,56.493534088134766,-4.328793978719794,-2.5370901283437353
2017-09-26,55.39793395996094,56.771034240722656,-4.582664585583359,-2.7893775109845267
2017-09-27,55.90905380249024,57.44499969482422,-4.7836129989294065,-2.9206322362201624
2017-09-28,56.046661376953125,57.32606506347656,-4.520346794648766,-2.4400965534106875
2017-09-29,56.47915649414063,57.50446701049805,-4.276339622187891,-2.0350923205128453
2017-10-02,56.72488784790039,57.900909423828125,-4.44946365055047,-2.189615238725296
2017-10-03,56.87232971191406,58.327091217041016,-4.752297871656737,-2.4809817161955254
2017-10-04,56.97062301635742,58.26762390136719,-4.591175252304502,-2.194094788164363
2017-10-05,57.46209335327149,58.40637969970703,-4.246305306723777,-1.7176379432266407
2017-10-06,57.50139999389648,58.51540756225586,-4.32219044552086,-1.7621188933483778
2017-10-09,57.530887603759766,58.763179779052734,-4.554482915326659,-1.9809533466010907
2017-10-10,57.52106094360352,58.58477783203125,-4.3758216307562705,-1.721926879465665
2017-10-11,57.66849136352539,58.58477783203125,-4.228391210834403,-1.512742749181086
2017-10-12,57.77661895751953,59.08033752441406,-4.643839897626876,-1.9337555831410587
2017-10-13,57.77661895751953,58.9713134765625,-4.528652148566913,-1.7537979899837977
2017-10-16,57.88475036621094,59.08033752441406,-4.5357084889354695,-1.7195241500775909
2017-10-17,57.7962760925293,58.8226432800293,-4.351919711103896,-1.4844223181661933
2017-10-18,57.84542465209961,59.08033752441406,-4.575034203046798,-1.696119113962258
2017-10-19,57.9240608215332,58.69380187988281,-4.088009501886553,-1.1337824465539637
2017-10-20,58.31723403930664,59.66510009765625,-4.721047084170742,-1.7983245022446623
2017-10-23,58.14030838012695,59.655181884765625,-4.887493801868423,-1.9327560292778163
2017-10-24,58.31723403930664,59.863319396972656,-4.930472760050861,-1.9245169501791874
2017-10-25,57.96337890625,59.46686935424805,-4.865464450260944,-1.8071900811965813
2017-10-26,58.081329345703125,59.50651550292969,-4.789401564201107,-1.685290328336188
2017-10-27,58.54331207275391,59.67500686645508,-4.5054359011191565,-1.3536633476133801
2017-10-30,58.29757690429688,59.12989807128906,-4.175244415362712,-0.9796728045492711
2017-10-31,58.57279586791992,60.09128189086914,-4.915761340677399,-1.7349416465950507
2017-11-01,58.34672546386719,59.60562515258789,-4.628718283977101,-1.398120130016142
2017-11-02,58.46467590332031,59.318206787109375,-4.207100211461601,-0.928654644173031
2017-11-03,58.65142059326172,59.37767028808594,-4.083180806066963,-0.7793375342046526
2017-11-06,58.74972152709961,59.62544631958008,-4.246663982260273,-0.9361084212155676
2017-11-07,58.56296920776367,59.437137603759766,-4.234461506473892,-0.9045767643250602
2017-11-08,58.87751007080078,59.55606460571289,-4.045571212530319,-0.6857144367133738
2017-11-09,58.435184478759766,58.8722038269043,-3.765373789386622,-0.3697101809334107
2017-11-10,58.49416732788086,58.99113082885742,-3.8320415093590654,-0.42751476161774715
2017-11-13,58.83819580078125,58.96140670776367,-3.4566084549095066,0.0030383170303051525
2017-11-14,58.85784149169922,58.9713134765625,-3.447429614387225,0.03005451939804037
2017-11-15,58.45484161376953,58.5550537109375,-3.410636379041094,0.08825401997175568
2017-11-16,59.18220901489258,59.36775970458984,-3.541921503678303,-0.0441589915292739
2017-11-17,59.07408905029297,59.14970779418945,-3.419661939795887,0.11888241151417911
2017-11-20,59.339473724365234,59.59571075439453,-3.625495112359154,-0.10702529636275376
2017-11-21,59.801456451416016,60.19037628173828,-3.791797473672929,-0.29164898428028374
2017-11-22,59.65401077270508,60.0615348815918,-3.80311767217043,-0.2890954271903402
2017-11-24,59.88992691040039,60.10118865966797,-3.6090971485926175,-0.026182085193108245
2017-11-27,59.81128692626953,60.002071380615234,-3.583016234059201,0.02606090951991765
2017-11-28,60.2437744140625,60.84452438354492,-4.0406100357483155,-0.5570719297869383
2017-11-29,59.5458984375,60.31922912597656,-4.183493058888715,-0.7314272386268401
2017-11-30,60.10617065429688,61.05265426635742,-4.398110352151839,-1.005116946597417
2017-12-01,59.83094024658203,60.210208892822266,-3.7832675311088337,-0.15142191130531762
2017-12-04,59.20186996459961,59.823673248291016,-4.003949281364605,-0.44167173238327584
2017-12-05,59.015113830566406,59.25873565673828,-3.593828938944519,0.1382661994448932
2017-12-06,59.015113830566406,59.39748764038086,-3.7404252999157563,-0.059020324759476904
2017-12-07,59.56555938720703,59.80384826660156,-3.6193140668794825,0.1202146094859045
2017-12-08,59.83094024658203,60.04171752929688,-3.605250467140003,0.14533690639359767
2017-12-11,59.82112121582031,59.67500686645508,-3.2276267580527573,0.6866982768185457
2017-12-12,59.75231552124024,59.813758850097656,-3.443028813604066,0.39192813320897
2017-12-13,59.78179550170898,60.0615348815918,-3.6753329431665307,0.07149618410718243
2017-12-14,59.55572891235352,59.447052001953125,-3.2521767130039407,0.6867460836379755
2017-12-15,60.02753448486328,60.31922912597656,-3.7018570115254334,0.04487130810117937
2017-12-18,60.55831527709961,60.95354461669922,-3.841252891409056,-0.1505165530203023
2017-12-19,60.4501953125,60.91390609741211,-3.907493363339597,-0.23893629875957068
2017-12-20,60.43053436279297,60.95354461669922,-3.9690338057156964,-0.31982931454003843
2017-12-21,60.44922637939453,60.8841667175293,-3.8770415934474727,-0.1780593745076823
2017-12-22,60.25242233276367,60.53727722167969,-3.707344661744962,0.0813533535103312
2017-12-26,60.18354034423828,60.339054107666016,-3.566796944028134,0.30156455793771275
2017-12-27,60.28194427490234,60.53727722167969,-3.677822719606297,0.15149510933199584
2017-12-28,60.40986633300781,60.765228271484375,-3.7907389796543214,-0.004730160449099648
2017-12-29,60.21305847167969,60.40843200683594,-3.610579012253396,0.27792541907965385
2018-01-02,60.53779220581055,60.40843200683594,-3.2858452781225367,0.7835745514725114
2018-01-03,61.27581024169922,61.01300811767578,-3.186583211356222,0.9418198238070874
2018-01-04,61.52182388305664,61.00310134887695,-2.930102719603113,1.3301869090683855
2018-01-05,61.99415969848633,61.67705535888672,-3.169823068962458,0.9626795621582865
2018-01-08,62.33856964111328,62.271732330322266,-3.4537103057863874,0.5404153343914178
2018-01-09,62.56490707397461,62.54923248291016,-3.520561564505428,0.4502503958358848
2018-01-10,62.31889724731445,61.91492462158203,-3.096402779769832,1.1216134455868716
2018-01-11,62.86011505126953,62.6780891418457,-3.361495188872368,0.7267345121562738
2018-01-12,63.322601318359375,63.34212493896485,-3.600586145089551,0.37308991393961755
2018-01-16,63.02740478515625,62.816837310791016,-3.3407977855947877,0.8245824920887502
