Date,Open,High,Low,Close,Volume,Returns,Range,Bench_C_Rets,RSI,RSI_Ret,MA_12,MA_21,DOW,Roll_Rets,Avg_Range,Returns_T1,Range_T1,RSI_Ret_T1,Returns_T2,Range_T2,RSI_Ret_T2
2017-01-31,0.0008780987007350749,0.05305358952043138,0.0016150378946437893,970.4030151367188,1.1038947837338005,0.05434808053482265,0.05544220581467596,-0.029463302472471753,60.205366467665314,1.1926344170840988,918.8280029296875,885.6135224841889,1,0.011408305716404277,0.057910230581549406,0.0009636228875071762,0.0038869773513670047,1.0039744129706532,-0.002272219875171899,0.0046456277809603375,0.9911436909748977
2017-02-01,0.054271683622073574,0.017587137757613336,0.05405563207933306,989.0230102539062,-0.08793185159981043,0.019187899075688852,0.01892573844973633,-0.009862641238160053,63.10949794824409,1.0482370866746324,926.6610870361328,895.6738077799479,2,0.007131914599481037,0.05738099630024734,0.05434808053482265,0.05544220581467596,1.1926344170840988,0.0009636228875071762,0.0038869773513670047,1.0039744129706532
2017-02-02,0.01963043889459426,0.02467461336309751,0.012855118919092634,1011.7999877929688,-0.028572433548730958,0.02302977514468041,0.030816073878274786,0.012599650631073933,66.34500607877848,1.0512681646301136,934.1620025634766,905.5293317522321,3,0.008541953193818896,0.057674709432199565,0.019187899075688852,0.01892573844973633,1.0482370866746324,0.05434808053482265,0.05544220581467596,1.1926344170840988
2017-02-03,0.02167578206303067,0.02007851368870761,0.0260053126516806,1029.9100341796875,0.38030881040776343,0.01789884028979083,0.024861485181372434,0.032145054146831775,68.69592150761937,1.0354347006321682,942.9317576090494,915.3353329613095,4,-0.07979198000604426,0.054832417790456355,0.02302977514468041,0.030816073878274786,1.0512681646301136,0.019187899075688852,0.01892573844973633,1.0482370866746324
2017-02-04,0.0196448041943158,0.011635920718940485,0.006314490881088819,1042.9000244140625,-0.22960283786603608,0.012612742670015331,0.03028099224037728,0.04578457468885144,70.29857180305336,1.0233296280224764,953.0890909830729,926.0252394903274,5,0.055230311196311055,0.04556506536863442,0.01789884028979083,0.024861485181372434,1.0354347006321682,0.02302977514468041,0.030816073878274786,1.0512681646301136
2017-02-05,0.011819751191165961,-0.002170398200843082,0.007102350529367918,1027.3399658203125,-0.26347830573182685,-0.014919990631405144,0.020794829530563552,0.031244469234823935,65.94348490092348,0.9380487143560899,964.3101704915365,935.8129534040179,6,0.15002140187456525,0.04011658184288755,0.012612742670015331,0.03028099224037728,1.0233296280224764,0.01789884028979083,0.024861485181372434,1.0354347006321682
2017-02-06,-0.014489415472814238,0.0009677852887512994,0.005663349951732899,1038.1500244140625,-0.02141706360325024,0.010522377161797936,0.016028614146530673,0.04409316586797751,67.45208788168692,1.0228772104329948,975.6941731770834,945.6518118722098,0,0.15346771363342915,0.03720933055612856,-0.014919990631405144,0.020794829530563552,0.9380487143560899,0.012612742670015331,0.03028099224037728,1.0233296280224764
2017-02-07,0.011415781753859822,0.016551193540407017,0.0116518635917493,1061.3499755859375,0.3064101215082049,0.022347397414905545,0.020949140265375643,0.0684014543193443,70.47489169404659,1.0448140881519006,987.6745045979818,952.9571446010044,1,0.172938162195443,0.035823478693829076,0.010522377161797936,0.016028614146530673,1.0228772104329948,-0.014919990631405144,0.020794829530563552,0.9380487143560899
2017-02-08,0.021323986509760084,0.016046176424371117,-0.0025477573949100885,1063.0699462890625,0.3825021878401891,0.0016205500001782447,0.03998108980249482,0.07177368673115936,70.69220614985322,1.0030835727531169,999.6178334554037,961.359619140625,2,0.18374547810838593,0.03587260597037725,0.022347397414905545,0.020949140265375643,1.0448140881519006,0.010522377161797936,0.016028614146530673,1.0228772104329948
2017-02-09,0.0022403842562934706,0.009286652829383568,-0.08110535704999033,994.3829956054688,1.017388639671501,-0.06461188271135343,0.14228441876956044,0.0037836206378034642,53.69525884460399,0.759564056195684,1005.6839141845703,965.8981904529389,3,0.11376046433790266,0.04010442960246332,0.0016205500001782447,0.03998108980249482,1.0030835727531169,0.022347397414905545,0.020949140265375643,1.0448140881519006
2017-02-10,-0.06487079486843761,-0.08272340585803883,-0.006978609166899963,988.6740112304688,-0.532311772506262,-0.005741232905460025,0.05515427045466037,-0.0017532182659877327,52.56401246187261,0.9789320992751845,1011.4487508138021,970.3576195126489,4,0.25115573097017985,0.035095755752016275,-0.06461188271135343,0.14228441876956044,0.759564056195684,0.0016205500001782447,0.03998108980249482,1.0030835727531169
2017-02-11,-0.006763551854765959,0.010396332409877473,0.03817405984364863,1004.4500122070312,-0.46306155881796984,0.015956726683781453,0.026922214907362907,0.01323653552495796,55.36262432226595,1.0532419754375357,1018.4544169108073,974.2938581194196,5,0.2322982873294691,0.03288413513568608,-0.005741232905460025,0.05515427045466037,0.9789320992751845,-0.06461188271135343,0.14228441876956044,0.759564056195684
